CustomerID,Gender,Age,SeniorCitizen,Partner,Dependents,TenureMonths,PhoneService,InternetService,OnlineSecurity,TechSupport,SupportCalls,Contract,PaperlessBilling,PaymentMethod,MonthlyCharges,TotalCharges,Churn
CUST02682,Female,23,0,Yes,No,45,No,DSL,Yes,Yes,2,One year,Yes,Credit card,44.19,2034.85,No
CUST02683,Female,40,0,Yes,No,8,Yes,DSL,Yes,No,1,Two year,Yes,Bank transfer,72.97,632.44,No
CUST02684,Female,65,1,Yes,Yes,8,Yes,No,No internet service,No internet service,0,Month-to-month,No,Bank transfer,27.1,206.2,No
CUST02685,Male,47,0,Yes,No,72,Yes,Fiber optic,Yes,No,3,Month-to-month,Yes,Electronic check,81.9,5956.36,No
CUST02686,Female,45,0,Yes,No,3,Yes,Fiber optic,Yes,Yes,1,Month-to-month,Yes,Mailed check,74.6,216.59,No
CUST02687,Male,32,0,No,No,16,Yes,No,No internet service,No internet service,0,One year,No,Mailed check,29.72,510.22,No
CUST02688,Male,50,0,Yes,No,10,Yes,No,No internet service,No internet service,3,Month-to-month,Yes,Credit card,43.61,427.55,No
CUST02689,Male,55,0,Yes,Yes,56,Yes,DSL,Yes,No,1,Month-to-month,Yes,Mailed check,52.99,3006.84,No
CUST02690,Male,74,1,No,No,24,Yes,Fiber optic,Yes,No,3,Month-to-month,Yes,Mailed check,82.98,1855.92,No
CUST02691,Female,60,1,Yes,No,16,Yes,Fiber optic,No,No,2,One year,Yes,Mailed check,94.41,1587.1,No
CUST02692,Female,53,0,No,No,27,Yes,DSL,No,No,2,Month-to-month,No,Credit card,62.21,1512.59,Yes
CUST02693,Female,70,1,No,No,72,Yes,DSL,No,Yes,2,Month-to-month,Yes,Bank transfer,45.1,3571.36,No
CUST02694,Female,42,0,Yes,Yes,36,Yes,Fiber optic,Yes,Yes,3,One year,Yes,Mailed check,71.27,2486.6,No
CUST02695,Male,72,1,No,No,36,Yes,Fiber optic,Yes,No,2,One year,Yes,Bank transfer,88.29,2864.53,No
CUST02696,Female,39,0,No,No,7,Yes,Fiber optic,No,No,3,Month-to-month,Yes,Electronic check,72.26,473.42,No
CUST02697,Female,25,0,No,No,53,Yes,Fiber optic,Yes,Yes,1,Two year,Yes,Credit card,85.35,4549.81,No
CUST02698,Male,42,0,No,Yes,12,Yes,DSL,No,Yes,1,One year,Yes,Bank transfer,51.39,671.97,No
CUST02699,Female,25,0,No,Yes,34,Yes,Fiber optic,Yes,No,4,One year,Yes,Electronic check,89.07,3004.75,No
CUST02700,Female,24,0,No,No,14,Yes,DSL,No,No,2,One year,Yes,Electronic check,58.64,814.55,Yes
CUST02701,Female,69,1,No,No,27,Yes,Fiber optic,No,No,0,One year,Yes,Mailed check,84.06,2230.65,No
CUST02702,Female,64,1,No,No,26,Yes,DSL,Yes,Yes,1,Two year,Yes,Bank transfer,52.8,1292.98,No
CUST02703,Female,30,0,No,Yes,72,Yes,DSL,No,Yes,3,Month-to-month,Yes,Electronic check,54.31,3629.85,No
CUST02704,Female,66,1,No,No,19,Yes,DSL,No,Yes,2,Month-to-month,Yes,Credit card,64.17,1245.71,No
CUST02705,Male,21,0,Yes,No,32,Yes,No,No internet service,No internet service,1,Two year,Yes,Mailed check,37.1,1234.44,No
CUST02706,Female,34,0,No,No,24,Yes,Fiber optic,No,Yes,3,Month-to-month,Yes,Credit card,78.46,1984.89,No
CUST02707,Male,58,0,Yes,No,10,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Electronic check,31.41,327.79,No
CUST02708,Male,35,0,Yes,Yes,34,Yes,Fiber optic,Yes,No,1,Month-to-month,Yes,Mailed check,91.27,2809.21,Yes
CUST02709,Female,60,1,Yes,Yes,47,Yes,Fiber optic,Yes,No,1,One year,Yes,Credit card,82.03,3841.15,Yes
CUST02710,Male,68,1,Yes,Yes,11,Yes,Fiber optic,Yes,No,1,One year,Yes,Mailed check,88.81,1046.71,Yes
CUST02711,Female,21,0,No,No,22,Yes,No,No internet service,No internet service,1,One year,Yes,Bank transfer,33.71,680.0,No
CUST02712,Male,19,0,Yes,No,27,Yes,DSL,No,No,0,Month-to-month,Yes,Bank transfer,51.99,1443.72,No
CUST02713,Male,72,1,No,Yes,44,Yes,Fiber optic,No,No,3,Two year,Yes,Mailed check,90.49,4032.04,No
CUST02714,Male,48,0,No,No,45,Yes,Fiber optic,No,Yes,1,Month-to-month,No,Credit card,68.52,3260.89,No
CUST02715,Male,47,0,Yes,No,6,Yes,No,No internet service,No internet service,0,Two year,No,Mailed check,52.77,312.71,No
CUST02716,Female,44,0,Yes,No,72,Yes,Fiber optic,Yes,No,4,Month-to-month,Yes,Mailed check,88.51,6666.25,Yes
CUST02717,Male,43,0,No,No,37,No,Fiber optic,No,No,3,Month-to-month,No,Bank transfer,81.09,2700.9,No
CUST02718,Female,58,0,No,No,26,Yes,Fiber optic,No,No,5,Month-to-month,Yes,Electronic check,71.65,1823.31,Yes
CUST02719,Female,51,0,Yes,Yes,43,Yes,Fiber optic,No,No,1,One year,Yes,Credit card,100.62,4044.36,No
CUST02720,Male,27,0,Yes,No,62,Yes,No,No internet service,No internet service,1,Two year,Yes,Electronic check,24.48,1403.8,No
CUST02721,Female,54,0,Yes,No,23,Yes,DSL,Yes,Yes,1,One year,Yes,Credit card,33.56,793.49,No
CUST02722,Male,56,0,Yes,No,21,Yes,Fiber optic,Yes,No,2,Two year,No,Mailed check,86.4,1920.18,No
CUST02723,Male,24,0,Yes,Yes,10,Yes,No,No internet service,No internet service,1,Month-to-month,No,Bank transfer,20.0,215.73,No
CUST02724,Female,39,0,No,No,22,Yes,No,No internet service,No internet service,4,Month-to-month,No,Credit card,34.05,691.36,No
CUST02725,Female,63,1,Yes,No,38,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Credit card,30.62,1251.69,No
CUST02726,Female,53,0,Yes,No,22,Yes,Fiber optic,Yes,Yes,1,One year,No,Credit card,60.47,1307.41,No
CUST02727,Male,25,0,No,Yes,21,Yes,Fiber optic,No,Yes,3,Month-to-month,Yes,Bank transfer,72.17,1470.01,Yes
CUST02728,Male,20,0,No,No,71,Yes,No,No internet service,No internet service,1,Month-to-month,Yes,Mailed check,34.47,2246.97,No
CUST02729,Female,51,0,Yes,Yes,32,Yes,Fiber optic,Yes,Yes,2,One year,Yes,Electronic check,84.93,2519.93,No
CUST02730,Female,44,0,No,No,32,Yes,Fiber optic,Yes,No,2,Month-to-month,Yes,Mailed check,78.39,2628.27,No
CUST02731,Female,73,1,No,Yes,39,Yes,No,No internet service,No internet service,5,One year,Yes,Bank transfer,41.92,1597.81,No
CUST02732,Male,48,0,Yes,No,49,Yes,Fiber optic,Yes,No,2,Month-to-month,Yes,Electronic check,92.59,4162.31,No
CUST02733,Female,72,1,Yes,Yes,28,Yes,DSL,Yes,No,1,Month-to-month,Yes,Bank transfer,57.92,1511.89,No
CUST02734,Male,30,0,No,No,14,Yes,No,No internet service,No internet service,4,Month-to-month,No,Mailed check,27.34,371.46,Yes
CUST02735,Male,43,0,No,No,36,Yes,DSL,Yes,No,0,Two year,Yes,Bank transfer,52.5,1744.85,No
CUST02736,Male,26,0,No,No,53,Yes,No,No internet service,No internet service,2,Month-to-month,No,Bank transfer,34.4,1934.87,No
CUST02737,Male,51,0,Yes,Yes,36,Yes,DSL,Yes,Yes,2,Month-to-month,No,Credit card,46.35,1784.51,No
CUST02738,Female,28,0,No,Yes,43,No,DSL,Yes,Yes,3,Month-to-month,Yes,Mailed check,41.3,1904.8,No
CUST02739,Male,46,0,Yes,Yes,21,Yes,DSL,No,No,2,Two year,Yes,Bank transfer,64.58,1407.68,No
CUST02740,Female,37,0,No,Yes,16,No,Fiber optic,Yes,Yes,2,Month-to-month,Yes,Bank transfer,74.1,1111.48,Yes
CUST02741,Male,28,0,No,No,30,Yes,Fiber optic,No,No,2,Two year,Yes,Mailed check,86.19,2643.39,No
CUST02742,Female,23,0,Yes,No,18,Yes,No,No internet service,No internet service,0,Month-to-month,No,Bank transfer,26.09,498.52,No
CUST02743,Male,47,0,Yes,No,63,Yes,Fiber optic,No,No,4,One year,Yes,Electronic check,77.85,5215.44,Yes
CUST02744,Male,72,1,No,No,37,Yes,Fiber optic,Yes,No,3,Month-to-month,No,Bank transfer,75.06,2704.89,No
CUST02745,Male,29,0,No,No,19,Yes,DSL,No,No,6,Month-to-month,No,Credit card,71.22,1466.99,Yes
CUST02746,Female,41,0,Yes,No,12,No,Fiber optic,No,No,1,Two year,No,Electronic check,76.17,926.82,No
CUST02747,Male,31,0,No,No,52,Yes,DSL,Yes,No,0,Month-to-month,Yes,Bank transfer,69.09,3427.0,No
CUST02748,Female,64,1,Yes,No,13,Yes,No,No internet service,No internet service,3,One year,No,Credit card,44.8,527.31,No
CUST02749,Female,42,0,Yes,No,27,Yes,Fiber optic,No,No,0,Two year,Yes,Bank transfer,75.0,2067.22,No
CUST02750,Male,74,1,Yes,Yes,32,Yes,Fiber optic,Yes,No,4,Month-to-month,No,Mailed check,99.91,3457.66,No
CUST02751,Female,32,0,No,No,13,Yes,DSL,No,Yes,1,Two year,Yes,Bank transfer,58.3,691.61,No
CUST02752,Male,22,0,Yes,No,24,No,Fiber optic,Yes,Yes,4,Month-to-month,Yes,Mailed check,73.47,1791.75,No
CUST02753,Male,51,0,No,No,57,Yes,Fiber optic,Yes,No,1,Month-to-month,Yes,Mailed check,91.3,5112.56,No
CUST02754,Male,55,0,Yes,No,9,Yes,Fiber optic,No,No,1,Month-to-month,No,Credit card,92.73,833.74,No
CUST02755,Female,75,1,No,Yes,51,Yes,Fiber optic,No,Yes,2,One year,No,Mailed check,75.76,3871.53,No
CUST02756,Female,68,1,No,No,30,Yes,DSL,Yes,No,2,Month-to-month,Yes,Credit card,52.46,1540.4,No
CUST02757,Male,69,1,Yes,No,17,Yes,Fiber optic,No,Yes,4,Month-to-month,Yes,Bank transfer,75.81,1290.02,No
CUST02758,Male,54,0,Yes,No,8,Yes,DSL,Yes,No,1,One year,No,Mailed check,48.36,374.38,No
CUST02759,Female,38,0,Yes,No,25,Yes,DSL,Yes,No,2,Month-to-month,Yes,Credit card,53.3,1332.32,No
CUST02760,Male,42,0,Yes,No,18,Yes,Fiber optic,No,Yes,3,Month-to-month,Yes,Electronic check,66.55,1185.6,No
CUST02761,Female,25,0,No,No,25,Yes,Fiber optic,No,No,1,Month-to-month,No,Credit card,80.59,1970.95,No
CUST02762,Female,43,0,No,No,39,Yes,Fiber optic,No,Yes,0,Month-to-month,Yes,Bank transfer,71.65,2878.87,No
CUST02763,Male,39,0,Yes,No,8,Yes,DSL,Yes,Yes,1,Month-to-month,No,Mailed check,35.64,275.71,No
CUST02764,Female,20,0,No,No,29,No,Fiber optic,No,Yes,1,Month-to-month,Yes,Mailed check,60.97,1864.69,No
CUST02765,Male,29,0,Yes,No,72,Yes,No,No internet service,No internet service,0,Two year,Yes,Credit card,33.29,2283.55,No
CUST02766,Female,49,0,Yes,No,19,Yes,No,No internet service,No internet service,0,One year,Yes,Credit card,20.77,433.05,No
CUST02767,Male,39,0,Yes,No,36,Yes,DSL,No,Yes,0,Two year,Yes,Mailed check,46.17,1810.89,No
CUST02768,Female,75,1,Yes,No,5,Yes,No,No internet service,No internet service,1,One year,Yes,Credit card,35.68,171.47,No
CUST02769,Female,45,0,No,No,7,Yes,Fiber optic,No,Yes,3,Two year,Yes,Mailed check,59.61,379.79,No
CUST02770,Male,73,1,Yes,No,16,Yes,Fiber optic,No,Yes,0,Month-to-month,Yes,Bank transfer,70.48,1038.95,Yes
CUST02771,Male,56,0,No,Yes,59,Yes,Fiber optic,No,No,6,Month-to-month,No,Bank transfer,85.49,5360.21,No
CUST02772,Female,20,0,Yes,Yes,18,No,DSL,Yes,No,4,Month-to-month,Yes,Electronic check,61.37,1033.68,No
CUST02773,Female,29,0,No,Yes,36,Yes,Fiber optic,No,No,1,Month-to-month,Yes,Electronic check,97.46,3745.61,No
CUST02774,Male,58,0,Yes,Yes,18,No,No,No internet service,No internet service,2,Two year,Yes,Bank transfer,29.4,555.35,Yes
CUST02775,Male,49,0,Yes,No,10,Yes,No,No internet service,No internet service,1,Month-to-month,Yes,Electronic check,46.97,435.72,No
CUST02776,Male,35,0,Yes,No,23,Yes,DSL,No,No,2,Two year,Yes,Credit card,77.61,1779.93,No
CUST02777,Female,48,0,Yes,No,39,Yes,DSL,Yes,No,0,Month-to-month,Yes,Mailed check,64.78,2618.61,No
CUST02778,Female,70,1,Yes,No,52,Yes,Fiber optic,Yes,Yes,1,One year,No,Electronic check,69.75,3581.76,No
CUST02779,Male,40,0,Yes,Yes,25,Yes,Fiber optic,Yes,Yes,0,One year,Yes,Bank transfer,73.13,1775.57,No
CUST02780,Male,20,0,No,No,36,Yes,Fiber optic,No,No,2,Month-to-month,Yes,Bank transfer,85.02,3341.41,No
CUST02781,Male,36,0,Yes,Yes,28,Yes,DSL,No,No,0,One year,Yes,Bank transfer,65.89,1819.31,No
CUST02782,Male,72,1,No,Yes,30,Yes,Fiber optic,No,Yes,1,One year,Yes,Credit card,61.62,1678.19,No
CUST02783,Female,62,1,No,No,14,Yes,No,No internet service,No internet service,3,Month-to-month,No,Bank transfer,30.6,443.87,No
CUST02784,Female,66,1,No,Yes,15,No,No,No internet service,No internet service,2,Month-to-month,Yes,Bank transfer,27.34,371.92,No
CUST02785,Female,70,1,No,No,11,Yes,Fiber optic,No,No,5,One year,Yes,Mailed check,87.85,985.41,No
CUST02786,Male,24,0,Yes,No,19,Yes,DSL,Yes,No,4,One year,No,Bank transfer,60.98,1240.21,No
CUST02787,Male,34,0,No,No,47,Yes,Fiber optic,No,No,0,Month-to-month,Yes,Mailed check,75.83,3562.69,No
CUST02788,Male,21,0,No,No,68,Yes,DSL,Yes,No,2,One year,Yes,Mailed check,60.74,4151.98,No
CUST02789,Male,18,0,No,No,47,Yes,DSL,Yes,No,5,Month-to-month,Yes,Bank transfer,53.57,2603.9,No
CUST02790,Female,66,1,Yes,No,35,Yes,DSL,No,No,1,Month-to-month,No,Bank transfer,51.93,1936.0,No
CUST02791,Male,72,1,No,No,27,Yes,DSL,No,Yes,4,Month-to-month,Yes,Electronic check,65.24,1784.19,No
CUST02792,Female,27,0,Yes,No,47,Yes,Fiber optic,No,Yes,2,Month-to-month,Yes,Mailed check,60.07,2791.9,No
CUST02793,Male,59,0,No,Yes,72,Yes,Fiber optic,Yes,No,4,Month-to-month,Yes,Electronic check,85.5,5911.27,No
CUST02794,Female,49,0,Yes,No,31,Yes,No,No internet service,No internet service,1,One year,No,Mailed check,38.88,1175.16,No
CUST02795,Male,22,0,Yes,Yes,38,Yes,No,No internet service,No internet service,1,Two year,Yes,Mailed check,40.58,1667.9,No
CUST02796,Male,71,1,No,Yes,32,Yes,DSL,No,No,0,Two year,Yes,Electronic check,62.94,2146.36,Yes
CUST02797,Male,68,1,No,No,72,Yes,Fiber optic,Yes,Yes,2,Month-to-month,Yes,Mailed check,74.35,4895.63,No
CUST02798,Female,50,0,Yes,No,24,Yes,DSL,Yes,No,0,One year,Yes,Electronic check,70.07,1742.37,No
CUST02799,Female,59,0,No,Yes,15,Yes,DSL,Yes,No,1,Two year,No,Credit card,61.13,974.74,No
CUST02800,Female,41,0,No,No,41,Yes,DSL,No,Yes,4,Month-to-month,Yes,Mailed check,60.37,2321.64,No
CUST02801,Female,63,1,No,Yes,15,Yes,Fiber optic,Yes,No,3,Month-to-month,Yes,Electronic check,94.87,1478.14,Yes
CUST02802,Male,43,0,No,No,33,Yes,No,No internet service,No internet service,3,Month-to-month,Yes,Mailed check,31.41,972.74,Yes
CUST02803,Male,75,1,Yes,No,27,Yes,No,No internet service,No internet service,3,Month-to-month,No,Bank transfer,43.15,1128.6,No
CUST02804,Male,21,0,Yes,No,36,No,No,No internet service,No internet service,2,Two year,Yes,Credit card,20.0,761.26,No
CUST02805,Male,27,0,No,Yes,28,No,No,No internet service,No internet service,0,Month-to-month,No,Credit card,31.68,799.97,No
CUST02806,Male,74,1,Yes,No,6,Yes,Fiber optic,Yes,No,2,Month-to-month,Yes,Mailed check,69.8,401.42,No
CUST02807,Male,34,0,No,No,39,Yes,Fiber optic,Yes,Yes,1,One year,No,Bank transfer,83.89,3037.62,No
CUST02808,Female,36,0,No,No,34,Yes,DSL,Yes,No,2,Two year,No,Credit card,80.26,2764.06,No
CUST02809,Male,63,1,No,Yes,54,No,DSL,No,No,3,Month-to-month,No,Electronic check,54.56,3128.25,No
CUST02810,Male,28,0,Yes,No,16,Yes,No,No internet service,No internet service,2,One year,Yes,Credit card,35.08,577.45,No
CUST02811,Male,47,0,No,No,5,Yes,Fiber optic,Yes,No,1,Month-to-month,Yes,Credit card,98.53,505.14,No
CUST02812,Female,34,0,No,No,41,Yes,Fiber optic,No,No,1,Month-to-month,No,Credit card,84.31,3299.07,No
CUST02813,Female,29,0,Yes,No,40,Yes,DSL,No,No,1,Month-to-month,Yes,Credit card,40.95,1781.22,No
CUST02814,Female,73,1,Yes,No,39,Yes,Fiber optic,No,No,0,One year,Yes,Electronic check,87.26,3587.31,Yes
CUST02815,Male,29,0,Yes,No,3,Yes,Fiber optic,No,Yes,4,Month-to-month,No,Mailed check,67.84,221.64,No
CUST02816,Male,23,0,Yes,No,72,Yes,DSL,No,No,5,Month-to-month,Yes,Electronic check,59.99,4618.57,No
CUST02817,Male,57,0,No,Yes,2,Yes,DSL,No,No,3,Two year,Yes,Electronic check,52.36,113.85,Yes
CUST02818,Female,68,1,No,No,5,Yes,Fiber optic,Yes,No,2,Two year,No,Credit card,97.36,528.39,No
CUST02819,Male,25,0,Yes,No,10,Yes,Fiber optic,No,No,5,Month-to-month,Yes,Credit card,88.94,,Yes
CUST02820,Male,59,0,No,No,44,Yes,DSL,No,No,2,Month-to-month,No,Mailed check,58.02,2590.18,No
CUST02821,Male,49,0,Yes,No,57,Yes,DSL,No,No,3,Month-to-month,Yes,Bank transfer,65.82,3444.2,No
CUST02822,Male,66,1,Yes,No,28,Yes,DSL,Yes,No,1,Month-to-month,Yes,Electronic check,60.54,1556.87,Yes
CUST02823,Male,25,0,Yes,No,39,Yes,DSL,No,Yes,3,Month-to-month,Yes,Mailed check,63.47,2529.69,No
CUST02824,Female,74,1,No,No,15,Yes,Fiber optic,No,Yes,3,One year,No,Electronic check,79.08,1209.19,No
CUST02825,Female,53,0,No,No,12,Yes,Fiber optic,Yes,Yes,2,Month-to-month,Yes,Bank transfer,86.62,1003.28,Yes
CUST02826,Male,66,1,No,No,7,Yes,DSL,No,Yes,0,Month-to-month,Yes,Electronic check,46.35,338.27,No
CUST02827,Male,38,0,No,No,39,Yes,Fiber optic,No,No,2,One year,Yes,Electronic check,86.76,3429.78,No
CUST02828,Female,72,1,Yes,Yes,54,Yes,No,No internet service,No internet service,1,Month-to-month,Yes,Mailed check,41.64,2194.72,No
CUST02829,Female,54,0,No,No,9,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Mailed check,34.87,319.75,No
CUST02830,Female,25,0,Yes,Yes,14,Yes,Fiber optic,Yes,No,1,One year,Yes,Bank transfer,66.98,911.32,No
CUST02831,Female,71,1,Yes,No,18,Yes,Fiber optic,No,No,2,Month-to-month,No,Mailed check,83.05,1605.64,No
CUST02832,Male,64,1,No,No,10,Yes,DSL,Yes,No,2,One year,Yes,Electronic check,53.15,512.46,No
CUST02833,Male,35,0,Yes,Yes,33,Yes,DSL,No,Yes,3,Month-to-month,No,Electronic check,60.97,2138.06,No
CUST02834,Male,49,0,Yes,No,21,Yes,Fiber optic,No,No,5,Month-to-month,No,Bank transfer,90.68,1832.25,No
CUST02835,Male,40,0,Yes,No,60,Yes,DSL,No,No,2,Month-to-month,No,Electronic check,69.09,3744.14,No
CUST02836,Male,49,0,Yes,Yes,15,Yes,Fiber optic,Yes,No,1,One year,Yes,Mailed check,78.37,1177.43,No
CUST02837,Male,73,1,No,No,47,Yes,Fiber optic,No,No,2,Month-to-month,Yes,Electronic check,78.05,3737.16,No
CUST02838,Female,70,1,Yes,Yes,7,Yes,Fiber optic,Yes,No,2,Two year,No,Credit card,74.63,498.29,No
CUST02839,Female,30,0,No,Yes,17,Yes,Fiber optic,No,Yes,1,Two year,No,Bank transfer,72.49,1117.93,No
CUST02840,Female,74,1,No,No,29,Yes,Fiber optic,No,Yes,3,Month-to-month,Yes,Electronic check,74.28,2158.7,No
CUST02841,Male,43,0,No,Yes,34,Yes,DSL,Yes,No,3,Month-to-month,Yes,Bank transfer,68.83,2374.96,Yes
CUST02842,Male,58,0,Yes,No,66,Yes,Fiber optic,No,No,2,Month-to-month,Yes,Credit card,82.79,5026.75,No
CUST02843,Female,62,1,No,No,33,Yes,Fiber optic,No,No,3,Two year,Yes,Bank transfer,77.39,2495.13,No
CUST02844,Female,46,0,Yes,No,33,Yes,DSL,Yes,No,2,Month-to-month,No,Mailed check,68.67,2274.89,No
CUST02845,Female,44,0,Yes,No,12,Yes,DSL,Yes,No,3,Month-to-month,No,Electronic check,53.28,648.46,No
CUST02846,Female,44,0,No,No,14,Yes,DSL,No,Yes,1,Month-to-month,Yes,Bank transfer,60.41,874.28,No
CUST02847,Male,68,1,Yes,No,18,Yes,DSL,No,No,2,Month-to-month,No,Electronic check,82.09,1365.16,No
CUST02848,Female,40,0,No,No,26,No,Fiber optic,No,Yes,3,Month-to-month,Yes,Electronic check,63.16,1701.86,Yes
CUST02849,Male,34,0,Yes,No,24,Yes,No,No internet service,No internet service,1,Month-to-month,Yes,Credit card,20.0,486.41,No
CUST02850,Male,38,0,No,No,34,Yes,Fiber optic,Yes,Yes,1,One year,Yes,Bank transfer,76.6,2452.53,No
CUST02851,Female,29,0,No,No,62,Yes,Fiber optic,No,No,1,Month-to-month,Yes,Electronic check,88.31,5283.48,No
CUST02852,Male,40,0,No,No,27,Yes,Fiber optic,No,No,3,One year,Yes,Bank transfer,84.7,2058.23,No
CUST02853,Male,24,0,Yes,No,43,Yes,Fiber optic,Yes,No,0,Month-to-month,Yes,Credit card,92.43,4236.03,No
CUST02854,Male,23,0,Yes,No,14,Yes,DSL,No,No,2,Month-to-month,No,Bank transfer,60.68,899.77,No
CUST02855,Male,59,0,No,No,67,Yes,No,No internet service,No internet service,3,Two year,Yes,Bank transfer,24.94,1726.01,No
CUST02856,Male,22,0,No,No,26,Yes,DSL,No,No,0,One year,No,Mailed check,53.7,1304.51,No
CUST02857,Male,50,0,Yes,Yes,67,Yes,Fiber optic,Yes,No,6,One year,Yes,Bank transfer,81.52,5714.74,No
CUST02858,Male,63,1,Yes,No,22,Yes,DSL,No,No,4,Month-to-month,Yes,Credit card,58.95,1173.82,No
CUST02859,Female,60,1,No,No,19,Yes,Fiber optic,No,No,2,One year,Yes,Electronic check,81.17,1641.28,Yes
CUST02860,Male,43,0,No,No,16,Yes,DSL,Yes,No,3,One year,No,Bank transfer,60.44,925.01,No
CUST02861,Female,29,0,No,No,11,Yes,Fiber optic,No,Yes,2,Two year,Yes,Bank transfer,65.88,694.69,No
CUST02862,Male,71,1,No,No,49,Yes,DSL,Yes,No,2,One year,Yes,Electronic check,75.27,3897.54,No
CUST02863,Female,66,1,Yes,No,14,Yes,Fiber optic,Yes,Yes,1,Month-to-month,Yes,Electronic check,71.37,1028.71,Yes
CUST02864,Male,53,0,Yes,Yes,33,Yes,No,No internet service,No internet service,2,Two year,No,Credit card,24.77,785.6,No
CUST02865,Male,23,0,No,No,10,Yes,Fiber optic,No,Yes,2,Month-to-month,Yes,Electronic check,77.2,757.48,Yes
CUST02866,Male,20,0,No,No,72,Yes,DSL,No,Yes,5,Month-to-month,Yes,Mailed check,46.67,3033.14,No
CUST02867,Female,36,0,Yes,No,50,Yes,Fiber optic,No,Yes,2,One year,Yes,Electronic check,72.18,3832.39,No
CUST02868,Female,27,0,No,No,48,Yes,DSL,Yes,Yes,3,Month-to-month,Yes,Mailed check,52.88,2346.08,No
CUST02869,Female,67,1,Yes,No,29,Yes,DSL,No,Yes,2,Month-to-month,Yes,Electronic check,52.11,1371.55,No
CUST02870,Female,29,0,Yes,No,24,Yes,DSL,No,No,2,Month-to-month,Yes,Mailed check,51.05,1299.27,No
CUST02871,Female,34,0,No,No,17,Yes,Fiber optic,No,No,6,Month-to-month,No,Mailed check,90.31,1492.55,Yes
CUST02872,Male,74,1,Yes,No,66,Yes,DSL,No,Yes,4,Two year,Yes,Credit card,50.0,2975.66,No
CUST02873,Male,65,1,Yes,No,7,Yes,DSL,Yes,Yes,2,One year,Yes,Electronic check,46.58,349.03,No
CUST02874,Female,30,0,No,No,40,Yes,Fiber optic,No,No,2,One year,No,Mailed check,97.17,4120.49,No
CUST02875,Female,40,0,Yes,No,15,Yes,Fiber optic,No,Yes,2,Two year,Yes,Mailed check,79.19,1243.17,Yes
CUST02876,Male,47,0,Yes,No,10,Yes,DSL,Yes,Yes,3,Month-to-month,Yes,Credit card,42.59,460.23,No
CUST02877,Female,56,0,No,Yes,20,Yes,Fiber optic,No,No,3,One year,No,Bank transfer,80.41,1690.13,No
CUST02878,Female,72,1,Yes,Yes,21,Yes,Fiber optic,No,No,3,Month-to-month,Yes,Electronic check,80.87,1781.65,No
CUST02879,Male,68,1,No,No,34,Yes,DSL,Yes,No,1,One year,Yes,Mailed check,68.33,2453.33,No
CUST02880,Female,74,1,Yes,No,54,Yes,DSL,Yes,No,2,One year,Yes,Electronic check,55.49,2949.99,No
CUST02881,Female,20,0,Yes,No,24,Yes,Fiber optic,No,Yes,3,Two year,Yes,Electronic check,70.27,1750.93,No
CUST02882,Male,31,0,No,No,6,Yes,Fiber optic,Yes,No,1,One year,Yes,Electronic check,76.44,496.73,No
CUST02883,Female,50,0,Yes,No,14,Yes,Fiber optic,No,No,1,Month-to-month,No,Bank transfer,91.07,1294.45,No
CUST02884,Female,20,0,No,Yes,23,Yes,Fiber optic,No,No,2,One year,Yes,Credit card,82.98,1762.32,No
CUST02885,Female,38,0,No,Yes,19,Yes,No,No internet service,No internet service,3,Month-to-month,Yes,Credit card,24.73,507.06,No
CUST02886,Female,26,0,No,No,40,Yes,Fiber optic,No,No,3,Month-to-month,Yes,Electronic check,69.18,2559.29,No
CUST02887,Female,72,1,Yes,Yes,33,Yes,Fiber optic,Yes,Yes,3,Month-to-month,No,Electronic check,72.48,2375.2,No
CUST02888,Female,21,0,Yes,Yes,44,Yes,DSL,Yes,No,2,Month-to-month,No,Bank transfer,54.52,2500.02,No
CUST02889,Female,26,0,No,No,3,Yes,DSL,No,Yes,1,One year,Yes,Bank transfer,48.11,136.64,No
CUST02890,Male,29,0,Yes,No,51,No,DSL,No,No,2,Month-to-month,Yes,Mailed check,62.05,3243.55,No
CUST02891,Male,26,0,No,No,6,Yes,DSL,Yes,No,2,Month-to-month,Yes,Credit card,72.97,438.42,No
CUST02892,Male,50,0,No,Yes,38,Yes,No,No internet service,No internet service,2,Month-to-month,Yes,Mailed check,25.35,952.36,No
CUST02893,Male,39,0,Yes,No,59,Yes,Fiber optic,No,Yes,3,Month-to-month,Yes,Electronic check,67.08,3863.95,No
CUST02894,Female,70,1,Yes,No,5,Yes,DSL,No,No,0,Month-to-month,No,Mailed check,61.12,318.81,No
CUST02895,Female,33,0,No,No,3,Yes,Fiber optic,No,No,3,One year,No,Bank transfer,89.98,271.07,No
CUST02896,Male,49,0,No,No,24,Yes,Fiber optic,No,No,1,One year,No,Electronic check,91.64,2304.1,No
CUST02897,Male,56,0,Yes,No,19,Yes,Fiber optic,Yes,No,3,Month-to-month,Yes,Electronic check,98.02,1810.5,Yes
CUST02898,Female,54,0,No,Yes,9,No,DSL,No,No,2,Month-to-month,Yes,Credit card,54.0,529.4,Yes
CUST02899,Male,64,1,No,Yes,3,Yes,DSL,No,Yes,1,Month-to-month,Yes,Bank transfer,49.91,142.68,No
